category,fraction,average_dot_product,variance,second_best_category
Ray,0.0036467070235577273,0.25566247,0.0002806139,Shark
Jelly Fish,0.07132958938078915,0.2964801,0.00037935565,Nudibranch
Starfish,0.03748814820217344,0.31644186,0.00031955141,Sea Urchin
Dolphin,0.0754139012471738,0.29077372,0.00023044608,Whale
Nudibranch,0.12530085332944352,0.29183167,0.00032565702,Seahorse
Shark,0.05747210269126978,0.2785095,0.00015128567,Dolphin
Octopus,0.03427904602144264,0.29076442,0.00026607918,Seahorse
Fish,0.016701918167894392,0.2682896,0.00010099786,Puffer
Seahorse,0.05820144409598133,0.29159787,0.0004891608,Nudibranch
Whale,0.03639413609510612,0.28398114,0.00024241292,Dolphin
Eel,0.040988986944788856,0.28059292,0.00023915844,Puffer
Sea Urchin,0.06024360002917366,0.30946246,0.00081137597,Coral
Puffer,0.045510903654000436,0.27868932,0.00024092503,Fish
Coral,0.05324192254394282,0.27899396,0.00023979814,Nudibranch
Turtle or Tortoise,0.12945809933629931,0.29005513,0.00023325745,Puffer
Clam,0.0032091021807308003,0.27677822,0.00024109537,Sea Urchin
Sea Otter,0.04281234045656772,0.31765878,0.0004771686,Seal
Seal,0.027860841659981036,0.2940093,0.00025916973,Sea Otter
Penguin,0.01969221792721173,0.28663203,0.00027214334,Puffer
Crab,0.04937641309897163,0.29614174,0.00026910802,Lobster
Lobster,0.004376048428269273,0.28045264,0.00023150444,Crab
Shrimp,0.0032820363212019547,0.28040144,0.00015763177,Crab
Squid,0.0037196411640288817,0.28314242,0.00015878677,Octopus
