file,label
flowers10Images/flowers/gardenias_00086.jpg,gardenias
flowers10Images/flowers/lilies_00055.jpg,lilies
flowers10Images/flowers/hydrangeas_00064.jpg,hydrangeas
flowers10Images/flowers/tulip_00023.jpg,tulip
flowers10Images/flowers/lilies_00077.jpg,lilies
flowers10Images/flowers/daisies_00040.jpg,daisies
flowers10Images/flowers/bougainvillea_00005.jpg,bougainvillea
flowers10Images/flowers/daisies_00084.jpg,daisies
flowers10Images/flowers/orchids_00045.jpg,orchids
flowers10Images/flowers/lilies_00053.jpg,lilies
flowers10Images/flowers/hibiscus_00051.jpg,hibiscus
flowers10Images/flowers/gardenias_00026.jpg,gardenias
flowers10Images/flowers/tulip_00016.jpg,tulip
flowers10Images/flowers/lilies_00023.jpg,lilies
flowers10Images/flowers/hibiscus_00019.jpg,hibiscus
flowers10Images/flowers/hibiscus_00055.jpg,hibiscus
flowers10Images/flowers/garden_roses_00016.jpg,garden_roses
flowers10Images/flowers/hydrangeas_00013.jpg,hydrangeas
flowers10Images/flowers/tulip_00065.jpg,tulip
flowers10Images/flowers/lilies_00068.jpg,lilies
flowers10Images/flowers/daisies_00083.jpg,daisies
flowers10Images/flowers/peonies_00002.jpg,peonies
flowers10Images/flowers/tulip_00045.jpg,tulip
flowers10Images/flowers/hydrangeas_00040.jpg,hydrangeas
flowers10Images/flowers/lilies_00034.jpg,lilies
flowers10Images/flowers/peonies_00064.jpg,peonies
flowers10Images/flowers/garden_roses_00033.jpg,garden_roses
flowers10Images/flowers/orchids_00009.jpg,orchids
flowers10Images/flowers/hibiscus_00084.jpg,hibiscus
flowers10Images/flowers/bougainvillea_00048.jpg,bougainvillea
flowers10Images/flowers/hydrangeas_00031.jpg,hydrangeas
flowers10Images/flowers/tulip_00083.jpg,tulip
flowers10Images/flowers/bougainvillea_00043.jpg,garden_roses
flowers10Images/flowers/orchids_00042.jpg,orchids
flowers10Images/flowers/gardenias_00080.jpg,gardenias
flowers10Images/flowers/garden_roses_00036.jpg,garden_roses
flowers10Images/flowers/garden_roses_00086.jpg,garden_roses
flowers10Images/flowers/bougainvillea_00027.jpg,bougainvillea
flowers10Images/flowers/hydrangeas_00035.jpg,hydrangeas
flowers10Images/flowers/peonies_00025.jpg,garden_roses
flowers10Images/flowers/bougainvillea_00032.jpg,bougainvillea
flowers10Images/flowers/gardenias_00047.jpg,gardenias
flowers10Images/flowers/bougainvillea_00066.jpg,bougainvillea
flowers10Images/flowers/gardenias_00008.jpg,gardenias
flowers10Images/flowers/lilies_00008.jpg,lilies
flowers10Images/flowers/daisies_00035.jpg,daisies
flowers10Images/flowers/hydrangeas_00055.jpg,hydrangeas
flowers10Images/flowers/garden_roses_00030.jpg,garden_roses
flowers10Images/flowers/gardenias_00029.jpg,gardenias
flowers10Images/flowers/bougainvillea_00010.jpg,bougainvillea
flowers10Images/flowers/peonies_00031.jpg,peonies
flowers10Images/flowers/peonies_00043.jpg,peonies
flowers10Images/flowers/hydrangeas_00063.jpg,hydrangeas
flowers10Images/flowers/lilies_00006.jpg,lilies
flowers10Images/flowers/hydrangeas_00030.jpg,hydrangeas
flowers10Images/flowers/orchids_00024.jpg,orchids
flowers10Images/flowers/bougainvillea_00056.jpg,garden_roses
flowers10Images/flowers/gardenias_00046.jpg,gardenias
flowers10Images/flowers/bougainvillea_00045.jpg,bougainvillea
flowers10Images/flowers/lilies_00080.jpg,lilies
flowers10Images/flowers/gardenias_00011.jpg,gardenias
flowers10Images/flowers/tulip_00026.jpg,tulip
flowers10Images/flowers/bougainvillea_00075.jpg,bougainvillea
flowers10Images/flowers/lilies_00033.jpg,lilies
flowers10Images/flowers/peonies_00022.jpg,peonies
flowers10Images/flowers/hibiscus_00062.jpg,hibiscus
flowers10Images/flowers/peonies_00077.jpg,peonies
